# energy(eV) alpha
9.524200000000000443e+00 7.384682980442064581e+04
9.540599999999999525e+00 7.299106434071001422e+04
9.557000000000000384e+00 7.243201362255915592e+04
9.573399999999999466e+00 7.214958331634539354e+04
9.589800000000000324e+00 7.210819425037140900e+04
9.606099999999999639e+00 7.226858049718746042e+04
9.622500000000000497e+00 7.255039949711905501e+04
9.638899999999999579e+00 7.293120799603941850e+04
9.655300000000000438e+00 7.328897506280966627e+04
9.671699999999999520e+00 7.362073393394955201e+04
9.688100000000000378e+00 7.394651108020798711e+04
9.704499999999999460e+00 7.417617773484940699e+04
9.720900000000000318e+00 7.426948161395752686e+04
9.737299999999999400e+00 7.429722347527930106e+04
9.753700000000000259e+00 7.422132958818193583e+04
9.770099999999999341e+00 7.409145045650156680e+04
9.786500000000000199e+00 7.398593125786521705e+04
9.802899999999999281e+00 7.396409385188127635e+04
9.819300000000000139e+00 7.420267760697269114e+04
9.835599999999999454e+00 7.476987981852870143e+04
9.852000000000000313e+00 7.581686544078429870e+04
9.868399999999999395e+00 7.729236029294824402e+04
9.884800000000000253e+00 7.923568474181508645e+04
9.901199999999999335e+00 8.146400392967427615e+04
9.917600000000000193e+00 8.383157094111423066e+04
9.933999999999999275e+00 8.607277521181876364e+04
9.950400000000000134e+00 8.800850495928242162e+04
9.966799999999999216e+00 8.938534603965561837e+04
9.983200000000000074e+00 9.015954985939998005e+04
9.999599999999999156e+00 9.024182537531189155e+04
1.001600000000000001e+01 8.964926290731830522e+04
1.003240000000000087e+01 8.853243326513614738e+04
1.004879999999999995e+01 8.704828490497606981e+04
1.006509999999999927e+01 8.528768585432952386e+04
1.008150000000000013e+01 8.343896425021138566e+04
1.009789999999999921e+01 8.164784735558583634e+04
1.011430000000000007e+01 7.998879634742969938e+04
1.013069999999999915e+01 7.858316531849296007e+04
1.014710000000000001e+01 7.750248802112160774e+04
1.016350000000000087e+01 7.671703882605519902e+04
1.017989999999999995e+01 7.627087303841578250e+04
1.019630000000000081e+01 7.606957601028568752e+04
1.021269999999999989e+01 7.615860901892092079e+04
1.022910000000000075e+01 7.642059652879518399e+04
1.024549999999999983e+01 7.685710311461273523e+04
1.026190000000000069e+01 7.743204914590273984e+04
1.027829999999999977e+01 7.801177145779707644e+04
1.029460000000000086e+01 7.857025019991984300e+04
1.031099999999999994e+01 7.900416509172441147e+04
1.032740000000000080e+01 7.924993633388947637e+04
1.034379999999999988e+01 7.933753189006117464e+04
1.036020000000000074e+01 7.921866010895313229e+04
1.037659999999999982e+01 7.903272826652013464e+04
1.039300000000000068e+01 7.873772585010011971e+04
1.040939999999999976e+01 7.845307759057007206e+04
1.042580000000000062e+01 7.814312212478417496e+04
1.044219999999999970e+01 7.785259801827864430e+04
1.045860000000000056e+01 7.752399410958723456e+04
1.047499999999999964e+01 7.713842991920321947e+04
1.049140000000000050e+01 7.672628963063294941e+04
1.050779999999999959e+01 7.621050932461913908e+04
1.052410000000000068e+01 7.564289922280359315e+04
1.054049999999999976e+01 7.500415549929362896e+04
1.055690000000000062e+01 7.434957537489511014e+04
1.057329999999999970e+01 7.370255918723554350e+04
1.058970000000000056e+01 7.312190168186255323e+04
1.060609999999999964e+01 7.269017367820705113e+04
1.062250000000000050e+01 7.239191220959804195e+04
1.063889999999999958e+01 7.230456226174496987e+04
1.065530000000000044e+01 7.245943086413208221e+04
1.067169999999999952e+01 7.292815421968462761e+04
1.068810000000000038e+01 7.366172438165931089e+04
1.070449999999999946e+01 7.472257862782118900e+04
1.072090000000000032e+01 7.606036849798886396e+04
1.073719999999999963e+01 7.761498736254766118e+04
1.075360000000000049e+01 7.925679925782197097e+04
1.076999999999999957e+01 8.088994825657228648e+04
1.078640000000000043e+01 8.237202912852646841e+04
1.080279999999999951e+01 8.359871341440877586e+04
1.081920000000000037e+01 8.442130386015056865e+04
1.083559999999999945e+01 8.480494548367110838e+04
1.085200000000000031e+01 8.477931251806994260e+04
1.086839999999999939e+01 8.439309125698427670e+04
1.088480000000000025e+01 8.373609306932108302e+04
1.090119999999999933e+01 8.300607035171279858e+04
1.091760000000000019e+01 8.230367771285343042e+04
1.093399999999999928e+01 8.181363384297623998e+04
1.095040000000000013e+01 8.159874595803138800e+04
1.096669999999999945e+01 8.174517915792159329e+04
1.098310000000000031e+01 8.226011372811195906e+04
1.099949999999999939e+01 8.318688674324983731e+04
1.101590000000000025e+01 8.451327754039767024e+04
1.103229999999999933e+01 8.621902570111968089e+04
1.104870000000000019e+01 8.831424939367799379e+04
1.106509999999999927e+01 9.074880901533417637e+04
1.108150000000000013e+01 9.343088255498545186e+04
1.109789999999999921e+01 9.625064099659615022e+04
1.111430000000000007e+01 9.910363400388621085e+04
1.113069999999999915e+01 1.017870315305274416e+05
1.114710000000000001e+01 1.042024744368437678e+05
1.116350000000000087e+01 1.062086564028931753e+05
1.117989999999999995e+01 1.078959725305259490e+05
1.119619999999999926e+01 1.092334417641955661e+05
1.121260000000000012e+01 1.103942875887000700e+05
1.122899999999999920e+01 1.115294678669835121e+05
1.124540000000000006e+01 1.128008104516272579e+05
1.126179999999999914e+01 1.142924714816624037e+05
1.127820000000000000e+01 1.160479535362515744e+05
1.129460000000000086e+01 1.181222769902645377e+05
1.131099999999999994e+01 1.203819832374701946e+05
1.132740000000000080e+01 1.227391015652796050e+05
1.134379999999999988e+01 1.250300183630797983e+05
1.136020000000000074e+01 1.269709042550457962e+05
1.137659999999999982e+01 1.284868340282107965e+05
1.139300000000000068e+01 1.293825995572931715e+05
1.140939999999999976e+01 1.296874548963413836e+05
1.142570000000000086e+01 1.294299853151452699e+05
1.144209999999999994e+01 1.286541701798974536e+05
1.145850000000000080e+01 1.274945287715020386e+05
1.147489999999999988e+01 1.260665161459895317e+05
1.149130000000000074e+01 1.244624108731264278e+05
1.150769999999999982e+01 1.227385957594649080e+05
1.152410000000000068e+01 1.209707811924678972e+05
1.154049999999999976e+01 1.191777636887278641e+05
1.155690000000000062e+01 1.175118069610462262e+05
1.157329999999999970e+01 1.159356807831731130e+05
1.158970000000000056e+01 1.145391847892719816e+05
1.160609999999999964e+01 1.133053920837711776e+05
1.162250000000000050e+01 1.122432353214885370e+05
1.163889999999999958e+01 1.113883462257819046e+05
1.165520000000000067e+01 1.107662709099170024e+05
1.167159999999999975e+01 1.103368754415345611e+05
1.168800000000000061e+01 1.101972386409532046e+05
1.170439999999999969e+01 1.103737516979494103e+05
1.172080000000000055e+01 1.108626364912579156e+05
1.173719999999999963e+01 1.117127118159933743e+05
1.175360000000000049e+01 1.129208448489486036e+05
1.176999999999999957e+01 1.144522765280586900e+05
1.178640000000000043e+01 1.163280742924895167e+05
1.180279999999999951e+01 1.185071338537891279e+05
1.181920000000000037e+01 1.209582144212121348e+05
1.183559999999999945e+01 1.236983405123285920e+05
1.185200000000000031e+01 1.266148002410626068e+05
1.186829999999999963e+01 1.296824714594562101e+05
1.188470000000000049e+01 1.328941856507759367e+05
1.190109999999999957e+01 1.361603626856527117e+05
1.191750000000000043e+01 1.394650331370212662e+05
1.193389999999999951e+01 1.427214503360044328e+05
1.195030000000000037e+01 1.459918672736593871e+05
1.196669999999999945e+01 1.492384302556211187e+05
1.198310000000000031e+01 1.524667641571932181e+05
1.199949999999999939e+01 1.557330704010137415e+05
1.201590000000000025e+01 1.590891215464570851e+05
1.203229999999999933e+01 1.625338138554889883e+05
1.204870000000000019e+01 1.661625660044590768e+05
1.206509999999999927e+01 1.700227868535358284e+05
1.208150000000000013e+01 1.741321298559471325e+05
1.209779999999999944e+01 1.786203411137240473e+05
1.211420000000000030e+01 1.834212835128251463e+05
1.213059999999999938e+01 1.884848109516353870e+05
1.214700000000000024e+01 1.937957334581097530e+05
1.216339999999999932e+01 1.992074685313693481e+05
1.217980000000000018e+01 2.047346702959997638e+05
1.219619999999999926e+01 2.102543029859306116e+05
1.221260000000000012e+01 2.158195346138194727e+05
1.222899999999999920e+01 2.214857595635489852e+05
1.224540000000000006e+01 2.273215586782613827e+05
1.226179999999999914e+01 2.334222646845135314e+05
1.227820000000000000e+01 2.398756431614038593e+05
1.229460000000000086e+01 2.466659005982667732e+05
1.231099999999999994e+01 2.538260234149841999e+05
1.232729999999999926e+01 2.613074844188486168e+05
1.234370000000000012e+01 2.690286378131809179e+05
1.236009999999999920e+01 2.770188711627065204e+05
1.237650000000000006e+01 2.851170897674483131e+05
1.239289999999999914e+01 2.933452558161959751e+05
1.240930000000000000e+01 3.016707886383997393e+05
1.242570000000000086e+01 3.099963994043795392e+05
1.244209999999999994e+01 3.182700373933644150e+05
1.245850000000000080e+01 3.263582561925151385e+05
1.247489999999999988e+01 3.340577901808668394e+05
1.249130000000000074e+01 3.411905548392279889e+05
1.250769999999999982e+01 3.475433660560785793e+05
1.252410000000000068e+01 3.529617945667388849e+05
1.254049999999999976e+01 3.573797544547247817e+05
1.255680000000000085e+01 3.607824116416717879e+05
1.257319999999999993e+01 3.632686111057453672e+05
1.258960000000000079e+01 3.650633469002505881e+05
1.260599999999999987e+01 3.663852645127017167e+05
1.262240000000000073e+01 3.675962272582577425e+05
1.263879999999999981e+01 3.690373901222912245e+05
1.265520000000000067e+01 3.709373922148277052e+05
1.267159999999999975e+01 3.736559029316448141e+05
1.268800000000000061e+01 3.773357018187058275e+05
1.270439999999999969e+01 3.820856292825275450e+05
1.272080000000000055e+01 3.878127213087408454e+05
1.273719999999999963e+01 3.943881487086908310e+05
1.275360000000000049e+01 4.016312426683570375e+05
1.276989999999999981e+01 4.092212264585852972e+05
1.278630000000000067e+01 4.170118327216992620e+05
1.280269999999999975e+01 4.247036886581403669e+05
1.281910000000000061e+01 4.321063003402735922e+05
1.283549999999999969e+01 4.390229659481698764e+05
1.285190000000000055e+01 4.452021671326995711e+05
1.286829999999999963e+01 4.503618584043467417e+05
1.288470000000000049e+01 4.543313237511627376e+05
1.290109999999999957e+01 4.568343689488306991e+05
1.291750000000000043e+01 4.577038436909922748e+05
1.293389999999999951e+01 4.567432179130492732e+05
1.295030000000000037e+01 4.539344366452377290e+05
1.296669999999999945e+01 4.492912915490003652e+05
1.298310000000000031e+01 4.428474726720502949e+05
1.299939999999999962e+01 4.348067364578017150e+05
1.301580000000000048e+01 4.252733424234163831e+05
1.303219999999999956e+01 4.144813141966738622e+05
1.304860000000000042e+01 4.025955436565389973e+05
1.306499999999999950e+01 3.896842398218484595e+05
1.308140000000000036e+01 3.760292252178539056e+05
1.309779999999999944e+01 3.619207622493662057e+05
1.311420000000000030e+01 3.476797263419952942e+05
1.313059999999999938e+01 3.337272532681439770e+05
1.314700000000000024e+01 3.203646709596926230e+05
1.316339999999999932e+01 3.080465919761722325e+05
1.317980000000000018e+01 2.969653948226857465e+05
1.319619999999999926e+01 2.872703950579460361e+05
1.321260000000000012e+01 2.790236783550970140e+05
1.322889999999999944e+01 2.722090913114498253e+05
1.324530000000000030e+01 2.666141772779300227e+05
1.326169999999999938e+01 2.621495888128817896e+05
1.327810000000000024e+01 2.587576033506539243e+05
1.329449999999999932e+01 2.561849000930755865e+05
1.331090000000000018e+01 2.544901318287723407e+05
1.332729999999999926e+01 2.534153119127616810e+05
1.334370000000000012e+01 2.528478734162723704e+05
1.336009999999999920e+01 2.526808379141644400e+05
1.337650000000000006e+01 2.527762469775598438e+05
1.339289999999999914e+01 2.528120440970972122e+05
1.340930000000000000e+01 2.525999991837460548e+05
1.342570000000000086e+01 2.519052077040979348e+05
1.344209999999999994e+01 2.506196565475650132e+05
1.345839999999999925e+01 2.484314736200425832e+05
1.347480000000000011e+01 2.453268547656056762e+05
1.349119999999999919e+01 2.411506633161924256e+05
1.350760000000000005e+01 2.359403458680551266e+05
1.352399999999999913e+01 2.297747439387405466e+05
1.354039999999999999e+01 2.227072200690482568e+05
1.355680000000000085e+01 2.149590916849341884e+05
1.357319999999999993e+01 2.068337470243619464e+05
1.358960000000000079e+01 1.986087059948780516e+05
1.360599999999999987e+01 1.906437780981876422e+05
1.362240000000000073e+01 1.833508779121424013e+05
1.363879999999999981e+01 1.769342655875255587e+05
1.365520000000000067e+01 1.716552955081549298e+05
1.367159999999999975e+01 1.675839112837334105e+05
1.368790000000000084e+01 1.646736391764286091e+05
1.370429999999999993e+01 1.628019942544472869e+05
1.372070000000000078e+01 1.618416668978602684e+05
1.373709999999999987e+01 1.615914593645142450e+05
1.375350000000000072e+01 1.617623762499809673e+05
1.376989999999999981e+01 1.622985304492916039e+05
1.378630000000000067e+01 1.629699425684677844e+05
1.380269999999999975e+01 1.637288502199457726e+05
1.381910000000000061e+01 1.646018055033689598e+05
1.383549999999999969e+01 1.655216716268420569e+05
1.385190000000000055e+01 1.665990014499544341e+05
1.386829999999999963e+01 1.679118241590386315e+05
1.388470000000000049e+01 1.694990974221623619e+05
1.390099999999999980e+01 1.713908474606001109e+05
1.391740000000000066e+01 1.736094520274988317e+05
1.393379999999999974e+01 1.760945115519901738e+05
1.395020000000000060e+01 1.788686723781868641e+05
1.396659999999999968e+01 1.818399818320794438e+05
1.398300000000000054e+01 1.849301229351585789e+05
1.399939999999999962e+01 1.879539063938620966e+05
1.401580000000000048e+01 1.907734040539814159e+05
1.403219999999999956e+01 1.932393439428671554e+05
1.404860000000000042e+01 1.951729968983543513e+05
1.406499999999999950e+01 1.965853846527805144e+05
1.408140000000000036e+01 1.973788406805183331e+05
1.409779999999999944e+01 1.976843511510595272e+05
1.411420000000000030e+01 1.976464823844713683e+05
1.413049999999999962e+01 1.973473858817841683e+05
1.414690000000000047e+01 1.969697937824005785e+05
1.416329999999999956e+01 1.966786117739565962e+05
1.417970000000000041e+01 1.965723009795813996e+05
1.419609999999999950e+01 1.967369336298267299e+05
1.421250000000000036e+01 1.972411516258712800e+05
1.422889999999999944e+01 1.981420524248207221e+05
1.424530000000000030e+01 1.994708495219459583e+05
1.426169999999999938e+01 2.011767343440467957e+05
1.427810000000000024e+01 2.032440654984399443e+05
1.429449999999999932e+01 2.055279824375272729e+05
1.431090000000000018e+01 2.080223827579797653e+05
1.432729999999999926e+01 2.105000808432966005e+05
1.434370000000000012e+01 2.128774877763398399e+05
1.435999999999999943e+01 2.150585909780004586e+05
1.437640000000000029e+01 2.168095930443821417e+05
1.439279999999999937e+01 2.179728178950960282e+05
1.440920000000000023e+01 2.184724575219715189e+05
1.442559999999999931e+01 2.181609732549972832e+05
1.444200000000000017e+01 2.169540820496255474e+05
1.445839999999999925e+01 2.148594357529194094e+05
1.447480000000000011e+01 2.118560048797173367e+05
1.449119999999999919e+01 2.080572584529667220e+05
1.450760000000000005e+01 2.036193381338673935e+05
1.452399999999999913e+01 1.986119580850471684e+05
1.454039999999999999e+01 1.931389348694704531e+05
1.455680000000000085e+01 1.873310282767542230e+05
1.457319999999999993e+01 1.812407019059833547e+05
1.458949999999999925e+01 1.747914210377576819e+05
1.460590000000000011e+01 1.681337386314121250e+05
1.462229999999999919e+01 1.612761283450955234e+05
1.463870000000000005e+01 1.544004603967309231e+05
1.465509999999999913e+01 1.476275125900067796e+05
1.467149999999999999e+01 1.412662576949484355e+05
1.468790000000000084e+01 1.353713555151303008e+05
1.470429999999999993e+01 1.302053813174660754e+05
1.472070000000000078e+01 1.257198612827042234e+05
1.473709999999999987e+01 1.220392584031570004e+05
1.475350000000000072e+01 1.190492252110383270e+05
1.476989999999999981e+01 1.167262627801161725e+05
1.478630000000000067e+01 1.148524051746170007e+05
1.480269999999999975e+01 1.133654158710766787e+05
1.481900000000000084e+01 1.121987412265417370e+05
1.483539999999999992e+01 1.112260373729109269e+05
1.485180000000000078e+01 1.105074836803876533e+05
1.486819999999999986e+01 1.098790625278607331e+05
1.488460000000000072e+01 1.093835505119832233e+05
1.490099999999999980e+01 1.089845981100077770e+05
1.491740000000000066e+01 1.085938200274366682e+05
1.493379999999999974e+01 1.080461994866656605e+05
1.495020000000000060e+01 1.073450687132149469e+05
1.496659999999999968e+01 1.062875570084314822e+05
1.498300000000000054e+01 1.048407400133112096e+05
1.499939999999999962e+01 1.028872473429970414e+05
1.501580000000000048e+01 1.003240990900847828e+05
1.503209999999999980e+01 9.709570698273189191e+04
1.504850000000000065e+01 9.328000217346540012e+04
1.506489999999999974e+01 8.879906534504921001e+04
1.508130000000000059e+01 8.381023161761813390e+04
1.509769999999999968e+01 7.843089377189928200e+04
1.511410000000000053e+01 7.280139981341555540e+04
1.513049999999999962e+01 6.708378072360453370e+04
1.514690000000000047e+01 6.146497037824776635e+04
1.516329999999999956e+01 5.624234163643905049e+04
1.517970000000000041e+01 5.133667099909228273e+04
1.519609999999999950e+01 4.698356731669630972e+04
1.521250000000000036e+01 4.305968535394736682e+04
1.522889999999999944e+01 3.966378364131555281e+04
1.524530000000000030e+01 3.673488886090867891e+04
1.526159999999999961e+01 3.420695663357467129e+04
1.527800000000000047e+01 3.204548663859713633e+04
1.529439999999999955e+01 3.018544387399197512e+04
1.531080000000000041e+01 2.852709299927370375e+04
1.532719999999999949e+01 2.713441661477042362e+04
1.534360000000000035e+01 2.587705927407954368e+04
1.535999999999999943e+01 2.478550116748135770e+04
1.537640000000000029e+01 2.382825620170095135e+04
1.539279999999999937e+01 2.297050806384110183e+04
1.540920000000000023e+01 2.218090051263451460e+04
1.542559999999999931e+01 2.145835099279920905e+04
1.544200000000000017e+01 2.077160474066101233e+04
1.545839999999999925e+01 2.008684565491486501e+04
1.547480000000000011e+01 1.953082459141854270e+04
1.549109999999999943e+01 1.891303485494296547e+04
1.550750000000000028e+01 1.842411716187840284e+04
1.552389999999999937e+01 1.790500055337169033e+04
1.554030000000000022e+01 1.748261766109132805e+04
1.555669999999999931e+01 1.706084277267092330e+04
1.557310000000000016e+01 1.667196213984434507e+04
1.558949999999999925e+01 1.634712857895067100e+04
1.560590000000000011e+01 1.605517601381266468e+04
1.562229999999999919e+01 1.576388365752716527e+04
1.563870000000000005e+01 1.550509984216692828e+04
1.565509999999999913e+01 1.527828284203670592e+04
1.567149999999999999e+01 1.508423158319484537e+04
1.568790000000000084e+01 1.492269534482703602e+04
1.570429999999999993e+01 1.476156598076691989e+04
1.572059999999999924e+01 1.460030244364208738e+04
1.573700000000000010e+01 1.447181922650750494e+04
1.575339999999999918e+01 1.428133382785040340e+04
1.576980000000000004e+01 1.412218258224592137e+04
1.578619999999999912e+01 1.396352030690125503e+04
1.580259999999999998e+01 1.377418323650131788e+04
1.581900000000000084e+01 1.358451315681102096e+04
1.583539999999999992e+01 1.339525112899371197e+04
1.585180000000000078e+01 1.323718839978254437e+04
1.586819999999999986e+01 1.307935725432475738e+04
1.588460000000000072e+01 1.295374355091694270e+04
1.590099999999999980e+01 1.282723130458709238e+04
1.591740000000000066e+01 1.273336289228888018e+04
1.593379999999999974e+01 1.267079055452010834e+04
1.595010000000000083e+01 1.260848124319881208e+04
1.596649999999999991e+01 1.257824702552201052e+04
1.598290000000000077e+01 1.254826221001448903e+04
1.599929999999999986e+01 1.245477169340291584e+04
1.601569999999999894e+01 1.236208206599757796e+04
1.603209999999999980e+01 1.233257380330693377e+04
1.604850000000000065e+01 1.227119319941886897e+04
1.606490000000000151e+01 1.224168153042866652e+04
1.608129999999999882e+01 1.221241873657725228e+04
1.609769999999999968e+01 1.212030557670277813e+04
1.611410000000000053e+01 1.209102022020409822e+04
1.613050000000000139e+01 1.206204414401900613e+04
1.614689999999999870e+01 1.206513320511864185e+04
1.616319999999999979e+01 1.200494108619101462e+04
1.617960000000000065e+01 1.194482083154383872e+04
1.619600000000000151e+01 1.194749064876750344e+04
1.621239999999999881e+01 1.191894972690960458e+04
1.622879999999999967e+01 1.192219579446437820e+04
1.624520000000000053e+01 1.195724269699809702e+04
1.626160000000000139e+01 1.196075596143851908e+04
1.627799999999999869e+01 1.202791247198790916e+04
1.629439999999999955e+01 1.206332762863814605e+04
1.631080000000000041e+01 1.206791909213151848e+04
1.632720000000000127e+01 1.207257531652685975e+04
1.634359999999999857e+01 1.204608666709007412e+04
1.635999999999999943e+01 1.198737705263703356e+04
1.637640000000000029e+01 1.192868289568729779e+04
1.639270000000000138e+01 1.186990474816853930e+04
1.640909999999999869e+01 1.181139567372428246e+04
1.642549999999999955e+01 1.178432564375740003e+04
1.644190000000000040e+01 1.178894120706092690e+04
1.645830000000000126e+01 1.176210216749527899e+04
1.647469999999999857e+01 1.173532477537893283e+04
1.649109999999999943e+01 1.180447286061747582e+04
1.650750000000000028e+01 1.181008442149031362e+04
1.652390000000000114e+01 1.178428793796385980e+04
1.654029999999999845e+01 1.179016603572364511e+04
1.655669999999999931e+01 1.170114399437496650e+04
1.657310000000000016e+01 1.158015235473881148e+04
1.658950000000000102e+01 1.139514888790341502e+04
1.660589999999999833e+01 1.127335155022778599e+04
1.662219999999999942e+01 1.105601050247945568e+04
1.663860000000000028e+01 1.090165341347399226e+04
1.665500000000000114e+01 1.068307968930890456e+04
1.667139999999999844e+01 1.052839962134876441e+04
1.668779999999999930e+01 1.046910566529665448e+04
1.670420000000000016e+01 1.034594815184217259e+04
1.672060000000000102e+01 1.025472604560751461e+04
1.673699999999999832e+01 1.016352035556618830e+04
1.675339999999999918e+01 1.010444766434275334e+04
1.676980000000000004e+01 1.004524563625391420e+04
1.678620000000000090e+01 9.986050062208500094e+03
1.680260000000000176e+01 9.894670566281305582e+03
1.681899999999999906e+01 9.803448570300448409e+03
1.683539999999999992e+01 9.711947848017925935e+03
1.685170000000000101e+01 9.620293637447875881e+03
1.686809999999999832e+01 9.528759518144097456e+03
1.688449999999999918e+01 9.500684096030745422e+03
1.690090000000000003e+01 9.441087470914979349e+03
1.691730000000000089e+01 9.381113495808223888e+03
1.693370000000000175e+01 9.353271380140135079e+03
1.695009999999999906e+01 9.389870996534613369e+03
1.696649999999999991e+01 9.394397466151640401e+03
1.698290000000000077e+01 9.431172848786192844e+03
1.699930000000000163e+01 9.500238340004909332e+03
1.701569999999999894e+01 9.505220517814987033e+03
1.703209999999999980e+01 9.574795720409316345e+03
1.704850000000000065e+01 9.580179762801950346e+03
1.706480000000000175e+01 9.585732488605879553e+03
1.708119999999999905e+01 9.558622726117719139e+03
1.709759999999999991e+01 9.499352698185348345e+03
1.711400000000000077e+01 9.472518081059110045e+03
1.713040000000000163e+01 9.445423638395992384e+03
1.714679999999999893e+01 9.385795295236735910e+03
1.716319999999999979e+01 9.326264581990670195e+03
1.717960000000000065e+01 9.299021531126551054e+03
1.719600000000000151e+01 9.304206951085450783e+03
1.721239999999999881e+01 9.276908286684612904e+03
1.722879999999999967e+01 9.282071708216129991e+03
1.724520000000000053e+01 9.287443197613310986e+03
1.726160000000000139e+01 9.292601335822626424e+03
1.727799999999999869e+01 9.233101429039799768e+03
1.729429999999999978e+01 9.238557130570909067e+03
1.731070000000000064e+01 9.211471342979626570e+03
1.732710000000000150e+01 9.184215444347139055e+03
1.734349999999999881e+01 9.124475681537325727e+03
1.735989999999999966e+01 9.097323155218635293e+03
1.737630000000000052e+01 9.070106123365740132e+03
1.739270000000000138e+01 9.010187915614367739e+03
1.740909999999999869e+01 8.982868060361071912e+03
1.742549999999999955e+01 8.955528565006679855e+03
1.744190000000000040e+01 8.928326836067819386e+03
1.745830000000000126e+01 8.933595567991347707e+03
1.747469999999999857e+01 8.840838852203662100e+03
1.749109999999999943e+01 8.813615705985399472e+03
1.750750000000000028e+01 8.720626176670186396e+03
1.752380000000000138e+01 8.660264628634176916e+03
1.754019999999999868e+01 8.599862917877188011e+03
1.755659999999999954e+01 8.539092510638849490e+03
1.757300000000000040e+01 8.478528914665757839e+03
1.758940000000000126e+01 8.418056263369258886e+03
1.760579999999999856e+01 8.390097831464934643e+03
1.762219999999999942e+01 8.296239333722516676e+03
1.763860000000000028e+01 8.235534371091684079e+03
1.765500000000000114e+01 8.174603000474290639e+03
1.767139999999999844e+01 8.113219584311368635e+03
1.768779999999999930e+01 8.052266838761996951e+03
1.770420000000000016e+01 7.990939347170763540e+03
1.772060000000000102e+01 7.929626131338580308e+03
1.773699999999999832e+01 7.901181976694177138e+03
1.775329999999999941e+01 7.839535996851783239e+03
1.776970000000000027e+01 7.811143952123638883e+03
1.778610000000000113e+01 7.782568818582435597e+03
1.780249999999999844e+01 7.754092425410449323e+03
1.781889999999999930e+01 7.725554911199232265e+03
1.783530000000000015e+01 7.729899857233926014e+03
1.785170000000000101e+01 7.734693229864581554e+03
1.786809999999999832e+01 7.706262786661303835e+03
1.788449999999999918e+01 7.710886600210154029e+03
1.790090000000000003e+01 7.748946692738393722e+03
1.791730000000000089e+01 7.720633923727014007e+03
1.793370000000000175e+01 7.692117254469550971e+03
1.795009999999999906e+01 7.663582169669367431e+03
1.796649999999999991e+01 7.634938296638086285e+03
1.798280000000000101e+01 7.606211469256541932e+03
1.799919999999999831e+01 7.577474035543130412e+03
1.801559999999999917e+01 7.548520388431655192e+03
1.803200000000000003e+01 7.519381327104289994e+03
1.804840000000000089e+01 7.557380260636123239e+03
1.806480000000000175e+01 7.561618627174243557e+03
1.808119999999999905e+01 7.633116876154712372e+03
1.809759999999999991e+01 7.670985841769031140e+03
1.811400000000000077e+01 7.776179064011686023e+03
1.813040000000000163e+01 7.848067091351941599e+03
1.814679999999999893e+01 7.920186492808429648e+03
1.816319999999999979e+01 8.059684063458739729e+03
1.817960000000000065e+01 8.132243596331170011e+03
1.819590000000000174e+01 8.171027040144098464e+03
1.821229999999999905e+01 8.243850407202040515e+03
1.822869999999999990e+01 8.316804528939568627e+03
1.824510000000000076e+01 8.322297076375805773e+03
1.826150000000000162e+01 8.327950457036384250e+03
1.827789999999999893e+01 8.333773249969008248e+03
1.829429999999999978e+01 8.372990881097553938e+03
1.831070000000000064e+01 8.378450880574893745e+03
1.832710000000000150e+01 8.384128883701356244e+03
1.834349999999999881e+01 8.423428830945942536e+03
1.835989999999999966e+01 8.395390393263676742e+03
1.837630000000000052e+01 8.434752484097434717e+03
1.839270000000000138e+01 8.440536041287066837e+03
1.840909999999999869e+01 8.446172299913096140e+03
1.842539999999999978e+01 8.451809363192993260e+03
1.844180000000000064e+01 8.457594817848552339e+03
1.845820000000000149e+01 8.463606977601704784e+03
1.847459999999999880e+01 8.401457082389302741e+03
1.849099999999999966e+01 8.373183354977303679e+03
1.850740000000000052e+01 8.344897871416796988e+03
1.852380000000000138e+01 8.282308317987726696e+03
1.854019999999999868e+01 8.219816956654578462e+03
1.855659999999999954e+01 8.157180724882492541e+03
1.857300000000000040e+01 8.094175381211535750e+03
1.858940000000000126e+01 8.031237271117274759e+03
1.860579999999999856e+01 8.002380985908805997e+03
1.862219999999999942e+01 7.973340995842268057e+03
1.863860000000000028e+01 7.978817058656047266e+03
1.865490000000000137e+01 7.915400410338067559e+03
1.867129999999999868e+01 7.920648745119632622e+03
1.868769999999999953e+01 7.822965008378392668e+03
1.870410000000000039e+01 7.827982860742206867e+03
1.872050000000000125e+01 7.833157504198680726e+03
1.873689999999999856e+01 7.803923853440407584e+03
1.875329999999999941e+01 7.774692994572531461e+03
1.876970000000000027e+01 7.745205031655546918e+03
1.878610000000000113e+01 7.750452150838586931e+03
1.880249999999999844e+01 7.755350329128207704e+03
1.881889999999999930e+01 7.795061466894240766e+03
1.883530000000000015e+01 7.800282624042156385e+03
1.885170000000000101e+01 7.805543978822192003e+03
1.886809999999999832e+01 7.776209596410516497e+03
1.888439999999999941e+01 7.781252198158242209e+03
1.890080000000000027e+01 7.786596404915816493e+03
1.891720000000000113e+01 7.722411707209459564e+03
1.893359999999999843e+01 7.727588924509050230e+03
1.894999999999999929e+01 7.697918028385175603e+03
1.896640000000000015e+01 7.702922963790908398e+03
1.898280000000000101e+01 7.777343603695876482e+03
1.899919999999999831e+01 7.747920852624682993e+03
1.901559999999999917e+01 7.787711058183147543e+03
1.903200000000000003e+01 7.827665615813563818e+03
1.904840000000000089e+01 7.867861097621222143e+03
