# energy(eV) alpha
1.906480000000000175e+01 7.942900500715596536e+03
1.908119999999999905e+01 7.948338217844054270e+03
1.909759999999999991e+01 8.023684500926511646e+03
1.911390000000000100e+01 8.029140319738727158e+03
1.913029999999999831e+01 8.104632139447865484e+03
1.914669999999999916e+01 8.110328059424562525e+03
1.916310000000000002e+01 8.151146060586387648e+03
1.917950000000000088e+01 8.156862743986795067e+03
1.919590000000000174e+01 8.162571428400803597e+03
1.921229999999999905e+01 8.203464340630338484e+03
1.922869999999999990e+01 8.209365613632437089e+03
1.924510000000000076e+01 8.250353006413837647e+03
1.926150000000000162e+01 8.221268271125556566e+03
1.927789999999999893e+01 8.262448115933140798e+03
1.929429999999999978e+01 8.268541550365400326e+03
1.931070000000000064e+01 8.239377476186562490e+03
1.932700000000000173e+01 8.245572387083078866e+03
1.934339999999999904e+01 8.181063895502061314e+03
1.935979999999999990e+01 8.116639693019041260e+03
1.937620000000000076e+01 8.051955131923303270e+03
1.939260000000000161e+01 7.987326899214355763e+03
1.940899999999999892e+01 7.887242627058917606e+03
1.942539999999999978e+01 7.786675395734062477e+03
1.944180000000000064e+01 7.686244599054264654e+03
1.945820000000000149e+01 7.585526429605898556e+03
1.947459999999999880e+01 7.484778134622430116e+03
1.949099999999999966e+01 7.348105240445576783e+03
1.950740000000000052e+01 7.175846822876198530e+03
1.952380000000000138e+01 7.038841041772975586e+03
1.954019999999999868e+01 6.901526961812692207e+03
1.955649999999999977e+01 6.728367336185089698e+03
1.957290000000000063e+01 6.554831397811470197e+03
1.958930000000000149e+01 6.452504898148883512e+03
1.960569999999999879e+01 6.242749591995514493e+03
1.962209999999999965e+01 6.068650338263673802e+03
1.963850000000000051e+01 5.929787298970845768e+03
1.965490000000000137e+01 5.754979939801665751e+03
1.967129999999999868e+01 5.615812442930085126e+03
1.968769999999999953e+01 5.476463098321825782e+03
1.970410000000000039e+01 5.300982697109265246e+03
1.972050000000000125e+01 5.161014251502966545e+03
1.973689999999999856e+01 4.985087473566495646e+03
1.975329999999999941e+01 4.844805191790775098e+03
1.976970000000000027e+01 4.704349907824527691e+03
1.978600000000000136e+01 4.599610430361849467e+03
1.980239999999999867e+01 4.458694510392393568e+03
1.981879999999999953e+01 4.317535318110851222e+03
1.983520000000000039e+01 4.212352047645759740e+03
1.985160000000000124e+01 4.070908410650853057e+03
1.986799999999999855e+01 3.965340611481452015e+03
1.988439999999999941e+01 3.859643313144510103e+03
1.990080000000000027e+01 3.753799864013872138e+03
1.991720000000000113e+01 3.647818843307150019e+03
1.993359999999999843e+01 3.541637707835908714e+03
1.994999999999999929e+01 3.471609782248339343e+03
1.996640000000000015e+01 3.365179278657885789e+03
1.998280000000000101e+01 3.294876055030405041e+03
1.999919999999999831e+01 3.260785431427659660e+03
2.001549999999999940e+01 3.153999597444093069e+03
2.003190000000000026e+01 3.047151076037542225e+03
2.004830000000000112e+01 3.049120194029838331e+03
2.006469999999999843e+01 2.942069942200922469e+03
2.008109999999999928e+01 2.871215046800292384e+03
2.009750000000000014e+01 2.836703120514735929e+03
2.011390000000000100e+01 2.765637285783086099e+03
2.013029999999999831e+01 2.694600316250147443e+03
2.014669999999999916e+01 2.659884885645412851e+03
2.016310000000000002e+01 2.625084501169933446e+03
2.017950000000000088e+01 2.553799489857443405e+03
2.019590000000000174e+01 2.518839424692168905e+03
2.021229999999999905e+01 2.447391843759651238e+03
2.022860000000000014e+01 2.412398118335448544e+03
2.024500000000000099e+01 2.377308629961334645e+03
2.026139999999999830e+01 2.342232656025820233e+03
2.027779999999999916e+01 2.270438101469779667e+03
2.029420000000000002e+01 2.271884906986126225e+03
2.031060000000000088e+01 2.236669664467868643e+03
2.032700000000000173e+01 2.238050422440478087e+03
2.034339999999999904e+01 2.166043530957362691e+03
2.035979999999999990e+01 2.167418686622593668e+03
2.037620000000000076e+01 2.132038569359118355e+03
2.039260000000000161e+01 2.133389618386481288e+03
2.040899999999999892e+01 2.097963973512279608e+03
2.042539999999999978e+01 2.062466222148479119e+03
2.044180000000000064e+01 2.063769536362110102e+03
2.045810000000000173e+01 2.028191284507631508e+03
2.047449999999999903e+01 2.029470572340543868e+03
2.049089999999999989e+01 1.993854979114801608e+03
2.050730000000000075e+01 1.995110274065512385e+03
2.052370000000000161e+01 1.996365166552292294e+03
2.054009999999999891e+01 1.960706011764880031e+03
2.055649999999999977e+01 1.924924352100562146e+03
2.057290000000000063e+01 1.926131753852646170e+03
2.058930000000000149e+01 1.927374566302268931e+03
2.060569999999999879e+01 1.891484254569320683e+03
2.062209999999999965e+01 1.892739015144961058e+03
2.063850000000000051e+01 1.893957635160766586e+03
2.065490000000000137e+01 1.895140114777390636e+03
2.067129999999999868e+01 1.896358070136431706e+03
2.068759999999999977e+01 1.897566568768933166e+03
2.070400000000000063e+01 1.861558478898821022e+03
2.072040000000000148e+01 1.862750194537359448e+03
2.073679999999999879e+01 1.863979617826438016e+03
2.075319999999999965e+01 1.865136933860561157e+03
2.076960000000000051e+01 1.829041421552044085e+03
2.078600000000000136e+01 1.830208746664801765e+03
2.080239999999999867e+01 1.831411723418982774e+03
2.081879999999999953e+01 1.832578438307217993e+03
2.083520000000000039e+01 1.833780831379542406e+03
2.085160000000000124e+01 1.834946936798129855e+03
2.086799999999999855e+01 1.836182610783914470e+03
2.088439999999999941e+01 1.837314243592139974e+03
2.090080000000000027e+01 1.838549359805811036e+03
2.091710000000000136e+01 1.839707624002262719e+03
2.093349999999999866e+01 1.840906125164242212e+03
2.094989999999999952e+01 1.842106507986383122e+03
2.096630000000000038e+01 1.843306599832061011e+03
2.098270000000000124e+01 1.806852324468403822e+03
2.099909999999999854e+01 1.770366563509517391e+03
2.101549999999999940e+01 1.733828064329349445e+03
2.103190000000000026e+01 1.734919638744235044e+03
2.104830000000000112e+01 1.736044957550595200e+03
2.106469999999999843e+01 1.737201904734773279e+03
2.108109999999999928e+01 1.700493988159185619e+03
2.109750000000000014e+01 1.701593367114253169e+03
2.111390000000000100e+01 1.702724416811442325e+03
2.113029999999999831e+01 1.703791320028648443e+03
2.114659999999999940e+01 1.704913813463142787e+03
2.116300000000000026e+01 1.706012169003613053e+03
2.117940000000000111e+01 1.707078259950849315e+03
2.119579999999999842e+01 1.708208076805231940e+03
2.121219999999999928e+01 1.671325380201083362e+03
2.122860000000000014e+01 1.634379389767199655e+03
2.124500000000000099e+01 1.597400085621189419e+03
2.126139999999999830e+01 1.598453675449254433e+03
2.127779999999999916e+01 1.599477130582071140e+03
2.129420000000000002e+01 1.600500313175933343e+03
2.131060000000000088e+01 1.601523293938227880e+03
2.132700000000000173e+01 1.602575979784835909e+03
2.134339999999999904e+01 1.603628449651863775e+03
2.135970000000000013e+01 1.604613204984903177e+03
2.137610000000000099e+01 1.605635237449656643e+03
2.139249999999999829e+01 1.606687022086988463e+03
2.140889999999999915e+01 1.607738591195808795e+03
2.142530000000000001e+01 1.608789944881372094e+03
2.144170000000000087e+01 1.571514417777536664e+03
2.145810000000000173e+01 1.572482335778788865e+03
2.147449999999999903e+01 1.573477950314917507e+03
2.149089999999999989e+01 1.497695668316366209e+03
2.150730000000000075e+01 1.498670890803789689e+03
2.152370000000000161e+01 1.499645913867396985e+03
2.154009999999999891e+01 1.500620737604402848e+03
2.155649999999999977e+01 1.501595362111949498e+03
2.157290000000000063e+01 1.502569787487102758e+03
2.158920000000000172e+01 1.503481041999985564e+03
2.160559999999999903e+01 1.504455046419511518e+03
2.162199999999999989e+01 1.505428852015190614e+03
2.163840000000000074e+01 1.506374428908607342e+03
2.165480000000000160e+01 1.507347825295765006e+03
2.167119999999999891e+01 1.508321023158156322e+03
2.168759999999999977e+01 1.509294022592331885e+03
2.170400000000000063e+01 1.510266823694772029e+03
2.172040000000000148e+01 1.511239426561884329e+03
2.173679999999999879e+01 1.512211831290009286e+03
2.175319999999999965e+01 1.513184037975414640e+03
2.176960000000000051e+01 1.514156046714296963e+03
2.178600000000000136e+01 1.515127857602784616e+03
2.180239999999999867e+01 1.477228032274518000e+03
2.181869999999999976e+01 1.478167766096775040e+03
2.183510000000000062e+01 1.479140087387460881e+03
2.185150000000000148e+01 1.480086222677157139e+03
2.186789999999999878e+01 1.442048290527685140e+03
2.188429999999999964e+01 1.403977743733857324e+03
2.190070000000000050e+01 1.404873535539940349e+03
2.191710000000000136e+01 1.405769145413981505e+03
2.193349999999999866e+01 1.406664573444140842e+03
2.194989999999999952e+01 1.407559819718511562e+03
2.196630000000000038e+01 1.408454884325123430e+03
2.198270000000000124e+01 1.409401988189637223e+03
2.199909999999999854e+01 1.410296711261614064e+03
2.201549999999999940e+01 1.411191252913250310e+03
2.203190000000000026e+01 1.412111751568859063e+03
2.204820000000000135e+01 1.412999532702095394e+03
2.206459999999999866e+01 1.413893542065961128e+03
2.208099999999999952e+01 1.414787370351902837e+03
2.209740000000000038e+01 1.415681017647462568e+03
2.211380000000000123e+01 1.416600702065418545e+03
2.213019999999999854e+01 1.417520192189040245e+03
2.214659999999999940e+01 1.418439536042528516e+03
2.216300000000000026e+01 1.419332492314583760e+03
2.217940000000000111e+01 1.420225268008774037e+03
2.219579999999999842e+01 1.381670118395645432e+03
2.221219999999999928e+01 1.382537755159196649e+03
2.222860000000000014e+01 1.383431478845277525e+03
2.224500000000000099e+01 1.384322871194739719e+03
2.226139999999999830e+01 1.345621239058236597e+03
2.227769999999999939e+01 1.346483717926890904e+03
2.229410000000000025e+01 1.307687889683118328e+03
2.231050000000000111e+01 1.308553250318351274e+03
2.232689999999999841e+01 1.309370200865289007e+03
2.234329999999999927e+01 1.310186986634776758e+03
2.235970000000000013e+01 1.311027799290674011e+03
2.237610000000000099e+01 1.311844265450222110e+03
2.239249999999999829e+01 1.312708936864461748e+03
2.240889999999999915e+01 1.313525093384678939e+03
2.242530000000000001e+01 1.314365319889858938e+03
2.244170000000000087e+01 1.315181157361327450e+03
2.245810000000000173e+01 1.316045285823249060e+03
2.247449999999999903e+01 1.316860814187384449e+03
2.249080000000000013e+01 1.317694596708049858e+03
2.250720000000000098e+01 1.318534073743807539e+03
2.252359999999999829e+01 1.319373394042451991e+03
2.253999999999999915e+01 1.320212605915993436e+03
2.255640000000000001e+01 1.321051653105429978e+03
2.257280000000000086e+01 1.321866246737407891e+03
2.258920000000000172e+01 1.322704983288051380e+03
2.260559999999999903e+01 1.323543611685174028e+03
2.262199999999999989e+01 1.284250038149627244e+03
2.263840000000000074e+01 1.285063680319400873e+03
2.265480000000000160e+01 1.285877219487005959e+03
2.267119999999999891e+01 1.206269691325877602e+03
2.268759999999999977e+01 1.207031399632043531e+03
2.270400000000000063e+01 1.207793009981127170e+03
2.272030000000000172e+01 1.208549151848519386e+03
2.273669999999999902e+01 1.209310471609941487e+03
2.275309999999999988e+01 1.210093903049694745e+03
2.276950000000000074e+01 1.210832766488658535e+03
2.278590000000000160e+01 1.211593697685832922e+03
2.280229999999999890e+01 1.212376770396157553e+03
2.281869999999999976e+01 1.213115215939165637e+03
2.283510000000000062e+01 1.213898037491964033e+03
2.285150000000000148e+01 1.214658473435449423e+03
2.286789999999999878e+01 1.215396501604269588e+03
2.288429999999999964e+01 1.216201254743949221e+03
2.290070000000000050e+01 1.216939013570224233e+03
2.291710000000000136e+01 1.217676624885661795e+03
2.293349999999999866e+01 1.218481049899881555e+03
2.294979999999999976e+01 1.219213079679007933e+03
2.296620000000000061e+01 1.220017298708174621e+03
2.298260000000000147e+01 1.220754372783665758e+03
2.299899999999999878e+01 1.221536039632481561e+03
2.301539999999999964e+01 1.222295191146138677e+03
2.303180000000000049e+01 1.223031849541699330e+03
2.304820000000000135e+01 1.223835535110089722e+03
2.306459999999999866e+01 1.224571925228651025e+03
2.308099999999999952e+01 1.225375405018805850e+03
2.309740000000000038e+01 1.226111527065414748e+03
2.311380000000000123e+01 1.226892384253232876e+03
2.313019999999999854e+01 1.227650655394678552e+03
2.314659999999999940e+01 1.228431286341451823e+03
2.316300000000000026e+01 1.229189310558757825e+03
2.317930000000000135e+01 1.229964409119103266e+03
2.319569999999999865e+01 1.230722187079180685e+03
2.321209999999999951e+01 1.231479854113981901e+03
2.322850000000000037e+01 1.232259897810554321e+03
2.324490000000000123e+01 1.191938503019501468e+03
2.326129999999999853e+01 1.151534254888620808e+03
2.327769999999999939e+01 1.152283014702362152e+03
2.329410000000000025e+01 1.152968561625317534e+03
2.331050000000000111e+01 1.153717130281482468e+03
2.332689999999999841e+01 1.154402428342642679e+03
2.334329999999999927e+01 1.155150805968990653e+03
2.335970000000000013e+01 1.155858429071662385e+03
2.337610000000000099e+01 1.156584042082123233e+03
2.339239999999999853e+01 1.157306838124031174e+03
2.340879999999999939e+01 1.158011892029466026e+03
2.342520000000000024e+01 1.158739426552964460e+03
2.344160000000000110e+01 1.159444250755843996e+03
2.345799999999999841e+01 1.118745624488773274e+03
2.347439999999999927e+01 1.119425787212887144e+03
2.349080000000000013e+01 1.120146631334836457e+03
2.350720000000000098e+01 1.120826554324784183e+03
2.352359999999999829e+01 1.121526813801943945e+03
2.353999999999999915e+01 1.122226949318730703e+03
2.355640000000000001e+01 1.122906574031367199e+03
2.357280000000000086e+01 1.123606507743192878e+03
2.358920000000000172e+01 1.124285912326964763e+03
2.360559999999999903e+01 1.125006130867366664e+03
2.362190000000000012e+01 1.125680544169784980e+03
2.363830000000000098e+01 1.126380099333341605e+03
2.365469999999999828e+01 1.127079534046675462e+03
2.367109999999999914e+01 1.127758402374120351e+03
2.368750000000000000e+01 1.128478179835698711e+03
2.370390000000000086e+01 1.129156822631268597e+03
2.372030000000000172e+01 1.129855889187669618e+03
2.373669999999999902e+01 1.130554845490363050e+03
2.375309999999999988e+01 1.131233178060943601e+03
2.376950000000000074e+01 1.131952514883261756e+03
2.378590000000000160e+01 1.132630622261460530e+03
2.380229999999999890e+01 1.133329201026172768e+03
2.381869999999999976e+01 1.134048280287986927e+03
2.383510000000000062e+01 1.092698428165105724e+03
2.385140000000000171e+01 1.093367800363676906e+03
2.386779999999999902e+01 1.094039360318843819e+03
2.388419999999999987e+01 1.052596636795974518e+03
2.390060000000000073e+01 1.053243698063949296e+03
2.391700000000000159e+01 1.053890658815080997e+03
2.393339999999999890e+01 1.054535263723511662e+03
2.394979999999999976e+01 1.055182061325800760e+03
2.396620000000000061e+01 1.055828758482285366e+03
2.398260000000000147e+01 1.056473096688498117e+03
2.399899999999999878e+01 1.057119630877390364e+03
2.401539999999999964e+01 1.057784488309352810e+03
2.403180000000000049e+01 1.058410136451924927e+03
2.404820000000000135e+01 1.059056407479233940e+03
2.406459999999999866e+01 1.059721027516309960e+03
2.408089999999999975e+01 1.060362716213473959e+03
2.409730000000000061e+01 1.018576526471868533e+03
2.411370000000000147e+01 1.019195885911449295e+03
2.413009999999999877e+01 1.019815147897335351e+03
2.414649999999999963e+01 1.020434351606050200e+03
2.416290000000000049e+01 1.021053457930643162e+03
2.417930000000000135e+01 1.021690976928846453e+03
2.419569999999999865e+01 1.022309910097188094e+03
2.421209999999999951e+01 1.022928785127392416e+03
2.422850000000000037e+01 1.023547562859318987e+03
2.424490000000000123e+01 1.024166243291726687e+03
2.426129999999999853e+01 1.024784865691282675e+03
2.427769999999999939e+01 1.025403390860736408e+03
2.429410000000000025e+01 1.026040389488347500e+03
2.431040000000000134e+01 1.026654518703592203e+03
2.432679999999999865e+01 1.027272813438161393e+03
2.434319999999999951e+01 1.027891011028237017e+03
2.435960000000000036e+01 1.028527717078645765e+03
2.437600000000000122e+01 1.029145741995896742e+03
2.439239999999999853e+01 1.029763709156768300e+03
2.440879999999999939e+01 1.030381579258640386e+03
2.442520000000000024e+01 1.031017992838335203e+03
2.444160000000000110e+01 1.031635690440257122e+03
2.445799999999999841e+01 1.032253330423655825e+03
2.447439999999999927e+01 1.032889527237615539e+03
2.449080000000000013e+01 1.033506994877494662e+03
2.450720000000000098e+01 9.910358588613768234e+02
2.452349999999999852e+01 9.916226293293630079e+02
2.453989999999999938e+01 9.922320380451246820e+02
2.455630000000000024e+01 9.496642108833306111e+02
2.457270000000000110e+01 9.502306287505598448e+02
2.458909999999999840e+01 9.507969591300116008e+02
2.460549999999999926e+01 9.513608977339699777e+02
2.462190000000000012e+01 9.519434777559851000e+02
2.463830000000000098e+01 9.092398033432403963e+02
2.465469999999999828e+01 9.097793850360208125e+02
2.467109999999999914e+01 9.103188820704605178e+02
2.468750000000000000e+01 9.108583291065614276e+02
2.470390000000000086e+01 9.114141212604350812e+02
2.472030000000000172e+01 9.119698559671460316e+02
2.473669999999999902e+01 9.125090870472372444e+02
2.475300000000000011e+01 9.130445449367192623e+02
2.476940000000000097e+01 9.136000911164040872e+02
2.478579999999999828e+01 9.141391224331729290e+02
2.480219999999999914e+01 9.146945456326967587e+02
2.481859999999999999e+01 9.152499114759565373e+02
2.483500000000000085e+01 9.157887271588891736e+02
2.485140000000000171e+01 9.163274583774683606e+02
2.486779999999999902e+01 9.168826358026213939e+02
2.488419999999999987e+01 9.174212518459813737e+02
2.490060000000000073e+01 9.179763064903805798e+02
2.491700000000000159e+01 9.185313038692273722e+02
2.493339999999999890e+01 9.190862439962171493e+02
2.494979999999999976e+01 9.196245792903978327e+02
2.496620000000000061e+01 9.201628302396489971e+02
2.498250000000000171e+01 9.206973463506377584e+02
2.499889999999999901e+01 9.212520332360726343e+02
2.501529999999999987e+01 9.218066629464143489e+02
2.503170000000000073e+01 9.223612354953256727e+02
2.504810000000000159e+01 9.229157508964664203e+02
2.506449999999999889e+01 9.234702091634898125e+02
2.508089999999999975e+01 9.240079999804735280e+02
2.509730000000000061e+01 9.245457065867567508e+02
2.511370000000000147e+01 9.250999771897198798e+02
2.513009999999999877e+01 9.256375693233321726e+02
2.514649999999999963e+01 9.261917176329707218e+02
2.516290000000000049e+01 9.267458088986659277e+02
2.517930000000000135e+01 9.272998431340341767e+02
2.519569999999999865e+01 9.278538203526873076e+02
2.521199999999999974e+01 9.284040581786615576e+02
2.522840000000000060e+01 9.289579216030798534e+02
2.524480000000000146e+01 9.295117280515549965e+02
2.526119999999999877e+01 9.300654775376793850e+02
2.527759999999999962e+01 9.305857483727592125e+02
2.529400000000000048e+01 9.311393676946140658e+02
2.531040000000000134e+01 9.316762218725374396e+02
2.532679999999999865e+01 9.322297192484021480e+02
2.534319999999999951e+01 9.327831597381182291e+02
2.535960000000000036e+01 9.333365433552457944e+02
2.537600000000000122e+01 9.338898701133399527e+02
2.539239999999999853e+01 9.344431400259485372e+02
2.540879999999999939e+01 9.349963531066194946e+02
2.542520000000000024e+01 9.355495093688901989e+02
2.544150000000000134e+01 9.360989294090878730e+02
2.545789999999999864e+01 9.366519722730641888e+02
2.547429999999999950e+01 9.372049583592016688e+02
2.549070000000000036e+01 9.377578876810207476e+02
2.550710000000000122e+01 9.382939330433764553e+02
2.552349999999999852e+01 9.388467407746702520e+02
2.553989999999999938e+01 9.393826592375986593e+02
2.555630000000000024e+01 9.399353454474854743e+02
2.557270000000000110e+01 9.404711398096095536e+02
2.558909999999999840e+01 9.410237045681500376e+02
2.560549999999999926e+01 9.415762126651434301e+02
2.562190000000000012e+01 9.421286641140699203e+02
2.563830000000000098e+01 9.426810589284032176e+02
2.565459999999999852e+01 9.432297204721213575e+02
2.567099999999999937e+01 9.437820022551269403e+02
2.568740000000000023e+01 9.443342274439023640e+02
2.570380000000000109e+01 9.448863960519025795e+02
2.572019999999999840e+01 9.454385080925784450e+02
2.573659999999999926e+01 9.459905635793752481e+02
2.575300000000000011e+01 9.465425625257339561e+02
2.576940000000000097e+01 9.470945049450914439e+02
2.578579999999999828e+01 9.476463908508782197e+02
2.580219999999999914e+01 9.030451240271994493e+02
2.581859999999999999e+01 8.583815510491472196e+02
2.583500000000000085e+01 8.136871948963661225e+02
2.585140000000000171e+01 8.141600463182794556e+02
2.586779999999999902e+01 8.146328493574883396e+02
2.588410000000000011e+01 8.151024549785561248e+02
2.590050000000000097e+01 8.155751614556821778e+02
2.591689999999999827e+01 8.160478195845289520e+02
2.593329999999999913e+01 8.165204293765718830e+02
2.594969999999999999e+01 8.169929908432831098e+02
2.596610000000000085e+01 8.174655039961311331e+02
2.598250000000000171e+01 8.179379688465784284e+02
2.599889999999999901e+01 8.184103854060862204e+02
2.601529999999999987e+01 8.188973816827532346e+02
2.603170000000000073e+01 8.193843316737896885e+02
2.604810000000000159e+01 8.198566171575807857e+02
2.606449999999999889e+01 8.203288543915667788e+02
2.608089999999999975e+01 8.208010433871889973e+02
2.609730000000000061e+01 8.212731841558844508e+02
2.611360000000000170e+01 8.217568084606103866e+02
2.612999999999999901e+01 8.222288598363251140e+02
2.614639999999999986e+01 8.227008630170431616e+02
2.616280000000000072e+01 8.231728180141867597e+02
2.617920000000000158e+01 8.236447248391747280e+02
2.619559999999999889e+01 8.241165835034194060e+02
2.621199999999999974e+01 8.245883940183324512e+02
2.622840000000000060e+01 8.250601563953190407e+02
2.624480000000000146e+01 8.255318706457806002e+02
2.626119999999999877e+01 8.260035367811160540e+02
2.627759999999999962e+01 8.264751548127181877e+02
2.629400000000000048e+01 8.269762064408037077e+02
2.631040000000000134e+01 8.274477419548134094e+02
2.632679999999999865e+01 8.279192293946142627e+02
2.634309999999999974e+01 8.283875241624682531e+02
2.635950000000000060e+01 8.288589156561374693e+02
2.637590000000000146e+01 8.293450494258453318e+02
2.639229999999999876e+01 8.298163516724115425e+02
2.640869999999999962e+01 8.302876058992834487e+02
2.642510000000000048e+01 8.307588121178213214e+02
2.644150000000000134e+01 8.312299703393806567e+02
2.645789999999999864e+01 8.317010805753155864e+02
2.647429999999999950e+01 8.321869669167316488e+02
2.649070000000000036e+01 8.326728070266530040e+02
2.650710000000000122e+01 8.331437869757037333e+02
2.652349999999999852e+01 8.336147189798863337e+02
2.653989999999999938e+01 8.341004638621884624e+02
2.655630000000000024e+01 8.345713068101027829e+02
2.657260000000000133e+01 8.350389593636333530e+02
2.658899999999999864e+01 8.355097066643156722e+02
2.660539999999999949e+01 8.359952868600680631e+02
2.662180000000000035e+01 8.364808208363073163e+02
2.663820000000000121e+01 8.369514380659788912e+02
2.665459999999999852e+01 8.374220074344174236e+02
2.667099999999999937e+01 8.379074464292767743e+02
2.668740000000000023e+01 8.383779268910410565e+02
2.670380000000000109e+01 8.388483595231761001e+02
2.672019999999999840e+01 8.393187443369743050e+02
2.673659999999999926e+01 8.398040187578507130e+02
2.675300000000000011e+01 8.402892469712118100e+02
2.676940000000000097e+01 8.407595019294030863e+02
2.678569999999999851e+01 8.412265685289461317e+02
2.680209999999999937e+01 8.417117021182125427e+02
2.681850000000000023e+01 8.421818207087015935e+02
2.683490000000000109e+01 8.426518915529045444e+02
2.685129999999999839e+01 8.431219146620854872e+02
2.686769999999999925e+01 8.436068839012947365e+02
2.688410000000000011e+01 8.440918069450749499e+02
2.690050000000000097e+01 7.976399441289330525e+02
2.691689999999999827e+01 7.511283177856090560e+02
2.693329999999999913e+01 7.045969899582493099e+02
2.694969999999999999e+01 7.049884542663944558e+02
2.696610000000000085e+01 7.053798788552632004e+02
2.698250000000000171e+01 7.057837999678318965e+02
2.699889999999999901e+01 7.061876825921507361e+02
2.701520000000000010e+01 7.065763838242054362e+02
2.703160000000000096e+01 7.069676609870952007e+02
2.704799999999999827e+01 7.073714651387163030e+02
2.706439999999999912e+01 7.077626685680766059e+02
2.708079999999999998e+01 7.081664041925997708e+02
2.709720000000000084e+01 7.085701013347394337e+02
2.711360000000000170e+01 7.089611970141777419e+02
2.712999999999999901e+01 7.093522530583255730e+02
2.714639999999999986e+01 7.097558717847451817e+02
2.716280000000000072e+01 7.101468541853502074e+02
2.717920000000000158e+01 7.105504044393595677e+02
2.719559999999999889e+01 7.109539162168470057e+02
2.721199999999999974e+01 7.113447909970886940e+02
2.722840000000000060e+01 7.117356261923229113e+02
2.724470000000000169e+01 7.121364458505586299e+02
2.726109999999999900e+01 7.125272076311370029e+02
2.727749999999999986e+01 7.129432056994334062e+02
2.729390000000000072e+01 7.133338995330699390e+02
2.731030000000000157e+01 7.137245538225637347e+02
2.732669999999999888e+01 7.141278363672598744e+02
2.734309999999999974e+01 7.145184171759543688e+02
2.735950000000000060e+01 7.149216313464930863e+02
2.737590000000000146e+01 7.153248070501881557e+02
2.739229999999999876e+01 7.157152804727917328e+02
2.740869999999999962e+01 7.161057144013683455e+02
2.742510000000000048e+01 7.165088121107338566e+02
2.744150000000000134e+01 7.169118754034552694e+02
2.745789999999999864e+01 7.173149002331093698e+02
2.747419999999999973e+01 7.177025806881614471e+02
2.749060000000000059e+01 7.180928341071090699e+02
2.750700000000000145e+01 7.184957811573250410e+02
2.752339999999999876e+01 7.188986938024637539e+02
2.753979999999999961e+01 7.193015679883601479e+02
2.755620000000000047e+01 7.196916803487629295e+02
2.757260000000000133e+01 7.200817532965623968e+02
2.758899999999999864e+01 7.204845497326010673e+02
2.760539999999999949e+01 7.208873117751151085e+02
2.762180000000000035e+01 7.212900353621995464e+02
2.763820000000000121e+01 7.216799673879473858e+02
2.765459999999999852e+01 7.220698600417250645e+02
2.767099999999999937e+01 7.224725060009294566e+02
2.768730000000000047e+01 7.228852886039027226e+02
2.770370000000000132e+01 7.232750799511477453e+02
2.772009999999999863e+01 7.236648319577412849e+02
2.773649999999999949e+01 7.240673614558327245e+02
2.775290000000000035e+01 7.244698565800230199e+02
2.776930000000000121e+01 7.248723132543254906e+02
2.778569999999999851e+01 7.252619245799093051e+02
2.780209999999999937e+01 7.256514966053700846e+02
2.781850000000000023e+01 7.260667162646268480e+02
2.783490000000000109e+01 7.264690564758685696e+02
2.785129999999999839e+01 7.268585272251398237e+02
2.786769999999999925e+01 7.272479587055480579e+02
2.788410000000000011e+01 7.276502216012753479e+02
2.790050000000000097e+01 7.280653099622830950e+02
2.791679999999999851e+01 7.284520308718774686e+02
2.793319999999999936e+01 7.288413220501297474e+02
2.794960000000000022e+01 7.292434687507649187e+02
2.796600000000000108e+01 7.296584649684358510e+02
2.798239999999999839e+01 7.300476550170218388e+02
2.799879999999999924e+01 7.304368058591394401e+02
2.801520000000000010e+01 7.308517490398979817e+02
2.803160000000000096e+01 7.312537404374933203e+02
2.804799999999999827e+01 7.316427902231113194e+02
2.806439999999999912e+01 7.320318008334171509e+02
2.808079999999999998e+01 6.347974522131879667e+02
2.809720000000000084e+01 6.351448863712699904e+02
2.811360000000000170e+01 6.354819454135291608e+02
2.812999999999999901e+01 5.869010532642799944e+02
2.814630000000000010e+01 5.872307742067382605e+02
2.816270000000000095e+01 5.875521816398742203e+02
2.817909999999999826e+01 5.878631974105566087e+02
2.819549999999999912e+01 5.881845702632523398e+02
2.821189999999999998e+01 5.885162952273692554e+02
2.822830000000000084e+01 5.888272303105162564e+02
2.824470000000000169e+01 5.891381341206838442e+02
2.826109999999999900e+01 5.894698168665461253e+02
2.827749999999999986e+01 5.897910656688859490e+02
2.829390000000000072e+01 5.901018888498216484e+02
2.831030000000000157e+01 5.904126807826004324e+02
2.832669999999999888e+01 5.907547035787148388e+02
2.834309999999999974e+01 5.910654461711692420e+02
2.835950000000000060e+01 5.913761575329582456e+02
2.837580000000000169e+01 5.917056305744567908e+02
2.839219999999999899e+01 5.920267210038630310e+02
2.840859999999999985e+01 5.923373519456795293e+02
2.842500000000000071e+01 5.926479516815884381e+02
2.844140000000000157e+01 5.929898840090319254e+02
2.845779999999999887e+01 5.933004344612093064e+02
2.847419999999999973e+01 5.936109537249376444e+02
2.849060000000000059e+01 5.939423877213931746e+02
2.850700000000000145e+01 5.942633198881954968e+02
2.852339999999999876e+01 5.945737587203790326e+02
2.853979999999999961e+01 5.948946565984741710e+02
2.855620000000000047e+01 5.952260083193683613e+02
2.857260000000000133e+01 5.955363667606129638e+02
2.858899999999999864e+01 5.958466940555654219e+02
